Draft,Team,Pick,Player,Position,NFL_Team,User,Fantasy QB,QB Team,Stacked,DBL Stack,QB Stack,Opponent,Double Run,Runback
9,3,46,Tee Higgins,WR,Cincinnati Bengals,GUNNEROSS,Aaron Rodgers,Pittsburgh Steelers,0,,,Chicago Bears,0,0
9,2,47,Tetairoa McMillan,WR,Carolina Panthers,FULLYLOADED,Brock Purdy,San Francisco 49ers,0,,,Green Bay Packers,0,0
9,1,48,Wan'Dale Robinson,WR,New York Giants,HUFFY09,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,1,1
9,1,49,Jaxson Dart,QB,New York Giants,HUFFY09,Jaxson Dart,New York Giants,1,2,1,San Francisco 49ers,1,1
9,2,50,J.K. Dobbins,RB,Denver Broncos,FULLYLOADED,Brock Purdy,San Francisco 49ers,0,,,Houston Texans,0,0
9,3,51,Travis Kelce,TE,Kansas City Chiefs,GUNNEROSS,Aaron Rodgers,Pittsburgh Steelers,0,,,Buffalo Bills,0,0
9,4,52,Matthew Stafford,QB,Los Angeles Rams,SND99,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,1,1
9,5,53,Keenan Allen,WR,Los Angeles Chargers,BUSTERSBOYS,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
9,6,54,David Montgomery,RB,Detroit Lions,MATHOLOGY,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
9,7,55,Jameson Williams,WR,Detroit Lions,D4VE,Josh Allen,Buffalo Bills,0,,,Minnesota Vikings,0,0
9,8,56,T.J. Hockenson,TE,Minnesota Vikings,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,1,,,Detroit Lions,0,0
9,9,57,Kyle Pitts,TE,Atlanta Falcons,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
9,10,58,Quentin Johnston,WR,Los Angeles Chargers,MIKEC6212,Jared Goff,Detroit Lions,0,,,Tennessee Titans,0,0
9,11,59,Jordan Addison,WR,Minnesota Vikings,TUBINIS2121,Patrick Mahomes,Kansas City Chiefs,0,,,Detroit Lions,0,0
9,12,60,Jordan Love,QB,Green Bay Packers,URBANIK,Jordan Love,Green Bay Packers,1,2,1,Carolina Panthers,0,0
9,12,61,Christian Watson,WR,Green Bay Packers,URBANIK,Jordan Love,Green Bay Packers,1,,,Carolina Panthers,0,0
9,11,62,Dalton Kincaid,TE,Buffalo Bills,TUBINIS2121,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,3,1
9,10,63,TreVeyon Henderson,RB,New England Patriots,MIKEC6212,Jared Goff,Detroit Lions,0,,,Atlanta Falcons,0,0
9,9,64,Daniel Jones,QB,Indianapolis Colts,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
9,8,65,J.J. McCarthy,QB,Minnesota Vikings,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,1,2,1,Detroit Lions,0,0
9,7,66,Courtland Sutton,WR,Denver Broncos,D4VE,Josh Allen,Buffalo Bills,0,,,Houston Texans,0,0
9,6,67,Khalil Shakir,WR,Buffalo Bills,MATHOLOGY,Drake Maye,New England Patriots,0,,,Kansas City Chiefs,0,0
9,5,68,D.J. Moore,WR,Chicago Bears,BUSTERSBOYS,Justin Herbert,Los Angeles Chargers,0,,,Cincinnati Bengals,0,0
9,4,69,Juwan Johnson,TE,New Orleans Saints,SND99,Matthew Stafford,Los Angeles Rams,0,,,Los Angeles Rams,2,1
9,3,70,Aaron Rodgers,QB,Pittsburgh Steelers,GUNNEROSS,Aaron Rodgers,Pittsburgh Steelers,1,1,1,Indianapolis Colts,0,0
9,2,71,Brock Purdy,QB,San Francisco 49ers,FULLYLOADED,Brock Purdy,San Francisco 49ers,1,1,1,New York Giants,0,0
9,1,72,Theo Johnson,TE,New York Giants,HUFFY09,Jaxson Dart,New York Giants,1,,,San Francisco 49ers,1,1
10,1,1,Jonathan Taylor,RB,Indianapolis Colts,BUSTERSBOYS,Jordan Love,Green Bay Packers,0,,,Pittsburgh Steelers,0,0
10,2,2,Christian McCaffrey,RB,San Francisco 49ers,XENQ7,Jaxson Dart,New York Giants,0,,,New York Giants,1,1
10,3,3,Jahmyr Gibbs,RB,Detroit Lions,SHAGNASTYB,Bo Nix,Denver Broncos,0,,,Minnesota Vikings,1,1
10,4,4,Ja'Marr Chase,WR,Cincinnati Bengals,MERKZ13,Caleb Williams,Chicago Bears,0,,,Chicago Bears,2,1
10,5,5,Bijan Robinson,RB,Atlanta Falcons,MARIOSOLAR,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
10,6,6,Amon-Ra St. Brown,WR,Detroit Lions,TUBINIS2121,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
10,7,7,Puka Nacua,WR,Los Angeles Rams,CHASE20CULL,Josh Allen,Buffalo Bills,0,,,New Orleans Saints,1,1
10,8,8,Josh Jacobs,RB,Green Bay Packers,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Carolina Panthers,0,0
10,9,9,Kimani Vidal,RB,Los Angeles Chargers,BHOKEVIN,Drake Maye,New England Patriots,0,,,Tennessee Titans,0,0
10,10,10,Rashee Rice,WR,Kansas City Chiefs,MANARAY31,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,1,1
10,11,11,Kyren Williams,RB,Los Angeles Rams,URBANIK,Justin Herbert,Los Angeles Chargers,0,,,New Orleans Saints,1,1
10,12,12,James Cook,RB,Buffalo Bills,CGEEEEEE,Brock Purdy,San Francisco 49ers,0,,,Kansas City Chiefs,0,0
10,12,13,Justin Jefferson,WR,Minnesota Vikings,CGEEEEEE,Brock Purdy,San Francisco 49ers,0,,,Detroit Lions,1,1
10,11,14,Ashton Jeanty,RB,Las Vegas Raiders,URBANIK,Justin Herbert,Los Angeles Chargers,0,,,Jacksonville Jaguars,0,0
10,10,15,Patrick Mahomes,QB,Kansas City Chiefs,MANARAY31,Patrick Mahomes,Kansas City Chiefs,1,2,1,Buffalo Bills,1,1
10,9,16,D'Andre Swift,RB,Chicago Bears,BHOKEVIN,Drake Maye,New England Patriots,0,,,Cincinnati Bengals,0,0
10,8,17,Davante Adams,WR,Los Angeles Rams,FULLYLOADED,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
10,7,18,Josh Allen,QB,Buffalo Bills,CHASE20CULL,Josh Allen,Buffalo Bills,1,1,1,Kansas City Chiefs,1,1
10,6,19,Rome Odunze,WR,Chicago Bears,TUBINIS2121,Jared Goff,Detroit Lions,0,,,Cincinnati Bengals,0,0
10,5,20,Chase Brown,RB,Cincinnati Bengals,MARIOSOLAR,Daniel Jones,Indianapolis Colts,0,,,Chicago Bears,1,1
10,4,21,Ladd McConkey,WR,Los Angeles Chargers,MERKZ13,Caleb Williams,Chicago Bears,0,,,Tennessee Titans,0,0
10,3,22,Tyler Warren,TE,Indianapolis Colts,SHAGNASTYB,Bo Nix,Denver Broncos,0,,,Pittsburgh Steelers,0,0
10,2,23,DK Metcalf,WR,Pittsburgh Steelers,XENQ7,Jaxson Dart,New York Giants,0,,,Indianapolis Colts,1,1
10,1,24,Tucker Kraft,TE,Green Bay Packers,BUSTERSBOYS,Jordan Love,Green Bay Packers,1,,,Carolina Panthers,1,1
10,1,25,Travis Etienne Jr.,RB,Jacksonville Jaguars,BUSTERSBOYS,Jordan Love,Green Bay Packers,0,,,Las Vegas Raiders,0,0
10,2,26,Brock Bowers,TE,Las Vegas Raiders,XENQ7,Jaxson Dart,New York Giants,0,,,Jacksonville Jaguars,0,0
10,3,27,George Kittle,TE,San Francisco 49ers,SHAGNASTYB,Bo Nix,Denver Broncos,0,,,New York Giants,0,0
10,4,28,Jaylen Warren,RB,Pittsburgh Steelers,MERKZ13,Caleb Williams,Chicago Bears,0,,,Indianapolis Colts,0,0
10,5,29,Michael Pittman Jr.,WR,Indianapolis Colts,MARIOSOLAR,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,0,0
10,6,30,Tyrone Tracy,RB,New York Giants,TUBINIS2121,Jared Goff,Detroit Lions,0,,,San Francisco 49ers,0,0
10,7,31,Nico Collins,WR,Houston Texans,CHASE20CULL,Josh Allen,Buffalo Bills,0,,,Denver Broncos,0,0
10,8,32,Drake London,WR,Atlanta Falcons,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New England Patriots,0,0
10,9,33,Travis Hunter,WR,Jacksonville Jaguars,BHOKEVIN,Drake Maye,New England Patriots,0,,,Las Vegas Raiders,0,0
10,10,34,Oronde Gadsden,TE,Los Angeles Chargers,MANARAY31,Patrick Mahomes,Kansas City Chiefs,0,,,Tennessee Titans,0,0
10,11,35,Chris Olave,WR,New Orleans Saints,URBANIK,Justin Herbert,Los Angeles Chargers,0,,,Los Angeles Rams,1,1
10,12,36,Brian Thomas,WR,Jacksonville Jaguars,CGEEEEEE,Brock Purdy,San Francisco 49ers,0,,,Las Vegas Raiders,0,0
10,12,37,David Montgomery,RB,Detroit Lions,CGEEEEEE,Brock Purdy,San Francisco 49ers,0,,,Minnesota Vikings,1,1
10,11,38,Justin Herbert,QB,Los Angeles Chargers,URBANIK,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
10,10,39,Xavier Worthy,WR,Kansas City Chiefs,MANARAY31,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,1,1
10,9,40,Drake Maye,QB,New England Patriots,BHOKEVIN,Drake Maye,New England Patriots,1,0,0,Atlanta Falcons,0,0
10,8,41,Tee Higgins,WR,Cincinnati Bengals,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Chicago Bears,0,0
10,7,42,Kareem Hunt,RB,Kansas City Chiefs,CHASE20CULL,Josh Allen,Buffalo Bills,0,,,Buffalo Bills,2,1
10,6,43,Rhamondre Stevenson,RB,New England Patriots,TUBINIS2121,Jared Goff,Detroit Lions,0,,,Atlanta Falcons,0,0
10,5,44,Daniel Jones,QB,Indianapolis Colts,MARIOSOLAR,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
10,4,45,Caleb Williams,QB,Chicago Bears,MERKZ13,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,1,1
10,3,46,Jordan Addison,WR,Minnesota Vikings,SHAGNASTYB,Bo Nix,Denver Broncos,0,,,Detroit Lions,1,1
10,2,47,Jaxson Dart,QB,New York Giants,XENQ7,Jaxson Dart,New York Giants,1,0,0,San Francisco 49ers,1,1
10,1,48,Jordan Love,QB,Green Bay Packers,BUSTERSBOYS,Jordan Love,Green Bay Packers,1,1,1,Carolina Panthers,1,1
10,1,49,Tetairoa McMillan,WR,Carolina Panthers,BUSTERSBOYS,Jordan Love,Green Bay Packers,0,,,Green Bay Packers,2,1
10,2,50,Rico Dowdle,RB,Carolina Panthers,XENQ7,Jaxson Dart,New York Giants,0,,,Green Bay Packers,0,0
10,3,51,Stefon Diggs,WR,New England Patriots,SHAGNASTYB,Bo Nix,Denver Broncos,0,,,Atlanta Falcons,0,0
10,4,52,Colston Loveland,TE,Chicago Bears,MERKZ13,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,1,1
10,5,53,Travis Kelce,TE,Kansas City Chiefs,MARIOSOLAR,Daniel Jones,Indianapolis Colts,0,,,Buffalo Bills,0,0
10,6,54,Sam LaPorta,TE,Detroit Lions,TUBINIS2121,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
10,7,55,Dalton Kincaid,TE,Buffalo Bills,CHASE20CULL,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,1,1
10,8,56,Kyle Pitts,TE,Atlanta Falcons,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New England Patriots,0,0
10,9,57,Jameson Williams,WR,Detroit Lions,BHOKEVIN,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
10,10,58,J.K. Dobbins,RB,Denver Broncos,MANARAY31,Patrick Mahomes,Kansas City Chiefs,0,,,Houston Texans,0,0
10,11,59,Keenan Allen,WR,Los Angeles Chargers,URBANIK,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
10,12,60,Hunter Henry,TE,New England Patriots,CGEEEEEE,Brock Purdy,San Francisco 49ers,0,,,Atlanta Falcons,0,0
10,12,61,Brock Purdy,QB,San Francisco 49ers,CGEEEEEE,Brock Purdy,San Francisco 49ers,1,0,0,New York Giants,0,0
10,11,62,T.J. Hockenson,TE,Minnesota Vikings,URBANIK,Justin Herbert,Los Angeles Chargers,0,,,Detroit Lions,0,0
10,10,63,Khalil Shakir,WR,Buffalo Bills,MANARAY31,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,3,1
10,9,64,Theo Johnson,TE,New York Giants,BHOKEVIN,Drake Maye,New England Patriots,0,,,San Francisco 49ers,0,0
10,8,65,Matthew Stafford,QB,Los Angeles Rams,FULLYLOADED,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
10,7,66,Alvin Kamara,RB,New Orleans Saints,CHASE20CULL,Josh Allen,Buffalo Bills,0,,,Los Angeles Rams,1,1
10,6,67,Jared Goff,QB,Detroit Lions,TUBINIS2121,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
10,5,68,D.J. Moore,WR,Chicago Bears,MARIOSOLAR,Daniel Jones,Indianapolis Colts,0,,,Cincinnati Bengals,1,1
10,4,69,Wan'Dale Robinson,WR,New York Giants,MERKZ13,Caleb Williams,Chicago Bears,0,,,San Francisco 49ers,0,0
10,3,70,Bo Nix,QB,Denver Broncos,SHAGNASTYB,Bo Nix,Denver Broncos,1,0,0,Houston Texans,0,0
10,2,71,Alec Pierce,WR,Indianapolis Colts,XENQ7,Jaxson Dart,New York Giants,0,,,Pittsburgh Steelers,1,1
10,1,72,Courtland Sutton,WR,Denver Broncos,BUSTERSBOYS,Jordan Love,Green Bay Packers,0,,,Houston Texans,0,0
11,1,1,Jonathan Taylor,RB,Indianapolis Colts,TUBINIS2121,Caleb Williams,Chicago Bears,0,,,Pittsburgh Steelers,0,0
11,2,2,Christian McCaffrey,RB,San Francisco 49ers,D4VE,Jordan Love,Green Bay Packers,0,,,New York Giants,0,0
11,3,3,Jahmyr Gibbs,RB,Detroit Lions,GUNNEROSS,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
11,4,4,Josh Jacobs,RB,Green Bay Packers,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Carolina Panthers,0,0
11,5,5,Bijan Robinson,RB,Atlanta Falcons,RANDERS,Jaxson Dart,New York Giants,0,,,New England Patriots,0,0
11,6,6,Ja'Marr Chase,WR,Cincinnati Bengals,FULLYLOADED,Justin Herbert,Los Angeles Chargers,0,,,Chicago Bears,1,1
11,7,7,Puka Nacua,WR,Los Angeles Rams,MIKEC6212,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
11,8,8,Amon-Ra St. Brown,WR,Detroit Lions,HDJDHDJDJSK,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
11,9,9,Rashee Rice,WR,Kansas City Chiefs,FFLINX,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,1,1
11,10,10,James Cook,RB,Buffalo Bills,GOAZCARDS,Bo Nix,Denver Broncos,0,,,Kansas City Chiefs,0,0
11,11,11,Kyren Williams,RB,Los Angeles Rams,SIANGBAWI,Brock Purdy,San Francisco 49ers,0,,,New Orleans Saints,0,0
11,12,12,Josh Allen,QB,Buffalo Bills,JONATHAN,Josh Allen,Buffalo Bills,1,0,0,Kansas City Chiefs,0,0
11,12,13,Justin Jefferson,WR,Minnesota Vikings,JONATHAN,Josh Allen,Buffalo Bills,0,,,Detroit Lions,1,1
11,11,14,Kimani Vidal,RB,Los Angeles Chargers,SIANGBAWI,Brock Purdy,San Francisco 49ers,0,,,Tennessee Titans,0,0
11,10,15,D'Andre Swift,RB,Chicago Bears,GOAZCARDS,Bo Nix,Denver Broncos,0,,,Cincinnati Bengals,0,0
11,9,16,Patrick Mahomes,QB,Kansas City Chiefs,FFLINX,Patrick Mahomes,Kansas City Chiefs,1,1,1,Buffalo Bills,1,1
11,8,17,Chase Brown,RB,Cincinnati Bengals,HDJDHDJDJSK,Jared Goff,Detroit Lions,0,,,Chicago Bears,0,0
11,7,18,Davante Adams,WR,Los Angeles Rams,MIKEC6212,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
11,6,19,Ashton Jeanty,RB,Las Vegas Raiders,FULLYLOADED,Justin Herbert,Los Angeles Chargers,0,,,Jacksonville Jaguars,0,0
11,5,20,Rome Odunze,WR,Chicago Bears,RANDERS,Jaxson Dart,New York Giants,0,,,Cincinnati Bengals,1,1
11,4,21,DK Metcalf,WR,Pittsburgh Steelers,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Indianapolis Colts,2,1
11,3,22,Tyler Warren,TE,Indianapolis Colts,GUNNEROSS,Drake Maye,New England Patriots,0,,,Pittsburgh Steelers,0,0
11,2,23,Ladd McConkey,WR,Los Angeles Chargers,D4VE,Jordan Love,Green Bay Packers,0,,,Tennessee Titans,0,0
11,1,24,George Kittle,TE,San Francisco 49ers,TUBINIS2121,Caleb Williams,Chicago Bears,0,,,New York Giants,1,1
11,1,25,Tyrone Tracy,RB,New York Giants,TUBINIS2121,Caleb Williams,Chicago Bears,0,,,San Francisco 49ers,1,1
11,2,26,Nico Collins,WR,Houston Texans,D4VE,Jordan Love,Green Bay Packers,0,,,Denver Broncos,0,0
11,3,27,Drake Maye,QB,New England Patriots,GUNNEROSS,Drake Maye,New England Patriots,1,0,0,Atlanta Falcons,0,0
11,4,28,Travis Etienne Jr.,RB,Jacksonville Jaguars,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,Las Vegas Raiders,0,0
11,5,29,Tucker Kraft,TE,Green Bay Packers,RANDERS,Jaxson Dart,New York Giants,0,,,Carolina Panthers,0,0
11,6,30,Justin Herbert,QB,Los Angeles Chargers,FULLYLOADED,Justin Herbert,Los Angeles Chargers,1,0,0,Tennessee Titans,0,0
11,7,31,Jaylen Warren,RB,Pittsburgh Steelers,MIKEC6212,Matthew Stafford,Los Angeles Rams,0,,,Indianapolis Colts,0,0
11,8,32,Travis Hunter,WR,Jacksonville Jaguars,HDJDHDJDJSK,Jared Goff,Detroit Lions,0,,,Las Vegas Raiders,0,0
11,9,33,Drake London,WR,Atlanta Falcons,FFLINX,Patrick Mahomes,Kansas City Chiefs,0,,,New England Patriots,1,1
11,10,34,Michael Pittman Jr.,WR,Indianapolis Colts,GOAZCARDS,Bo Nix,Denver Broncos,0,,,Pittsburgh Steelers,0,0
11,11,35,Ricky Pearsall,WR,San Francisco 49ers,SIANGBAWI,Brock Purdy,San Francisco 49ers,1,,,New York Giants,0,0
11,12,36,Chris Olave,WR,New Orleans Saints,JONATHAN,Josh Allen,Buffalo Bills,0,,,Los Angeles Rams,0,0
11,12,37,Stefon Diggs,WR,New England Patriots,JONATHAN,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,0,0
11,11,38,Brock Bowers,TE,Las Vegas Raiders,SIANGBAWI,Brock Purdy,San Francisco 49ers,0,,,Jacksonville Jaguars,0,0
11,10,39,Oronde Gadsden,TE,Los Angeles Chargers,GOAZCARDS,Bo Nix,Denver Broncos,0,,,Tennessee Titans,0,0
11,9,40,Rhamondre Stevenson,RB,New England Patriots,FFLINX,Patrick Mahomes,Kansas City Chiefs,0,,,Atlanta Falcons,1,1
11,8,41,Sam LaPorta,TE,Detroit Lions,HDJDHDJDJSK,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
11,7,42,J.K. Dobbins,RB,Denver Broncos,MIKEC6212,Matthew Stafford,Los Angeles Rams,0,,,Houston Texans,0,0
11,6,43,Xavier Worthy,WR,Kansas City Chiefs,FULLYLOADED,Justin Herbert,Los Angeles Chargers,0,,,Buffalo Bills,0,0
11,5,44,Tee Higgins,WR,Cincinnati Bengals,RANDERS,Jaxson Dart,New York Giants,0,,,Chicago Bears,1,1
11,4,45,Daniel Jones,QB,Indianapolis Colts,KRUTCHES93,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,1,1
11,3,46,Brian Thomas,WR,Jacksonville Jaguars,GUNNEROSS,Drake Maye,New England Patriots,0,,,Las Vegas Raiders,0,0
11,2,47,Tetairoa McMillan,WR,Carolina Panthers,D4VE,Jordan Love,Green Bay Packers,0,,,Green Bay Packers,1,1
11,1,48,Jordan Addison,WR,Minnesota Vikings,TUBINIS2121,Caleb Williams,Chicago Bears,0,,,Detroit Lions,0,0
11,1,49,Caleb Williams,QB,Chicago Bears,TUBINIS2121,Caleb Williams,Chicago Bears,1,0,0,Cincinnati Bengals,0,0
11,2,50,Travis Kelce,TE,Kansas City Chiefs,D4VE,Jordan Love,Green Bay Packers,0,,,Buffalo Bills,0,0
11,3,51,Rico Dowdle,RB,Carolina Panthers,GUNNEROSS,Drake Maye,New England Patriots,0,,,Green Bay Packers,0,0
11,4,52,Kyle Pitts,TE,Atlanta Falcons,KRUTCHES93,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
11,5,53,Jaxson Dart,QB,New York Giants,RANDERS,Jaxson Dart,New York Giants,1,0,0,San Francisco 49ers,0,0
11,6,54,D.J. Moore,WR,Chicago Bears,FULLYLOADED,Justin Herbert,Los Angeles Chargers,0,,,Cincinnati Bengals,1,1
11,7,55,Matthew Stafford,QB,Los Angeles Rams,MIKEC6212,Matthew Stafford,Los Angeles Rams,1,2,1,New Orleans Saints,0,0
11,8,56,Kareem Hunt,RB,Kansas City Chiefs,HDJDHDJDJSK,Jared Goff,Detroit Lions,0,,,Buffalo Bills,0,0
11,9,57,Dalton Kincaid,TE,Buffalo Bills,FFLINX,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,2,1
11,10,58,Courtland Sutton,WR,Denver Broncos,GOAZCARDS,Bo Nix,Denver Broncos,1,,,Houston Texans,0,0
11,11,59,Brock Purdy,QB,San Francisco 49ers,SIANGBAWI,Brock Purdy,San Francisco 49ers,1,2,1,New York Giants,0,0
11,12,60,David Montgomery,RB,Detroit Lions,JONATHAN,Josh Allen,Buffalo Bills,0,,,Minnesota Vikings,1,1
11,12,61,Hunter Henry,TE,New England Patriots,JONATHAN,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,0,0
11,11,62,Jauan Jennings,WR,San Francisco 49ers,SIANGBAWI,Brock Purdy,San Francisco 49ers,1,,,New York Giants,0,0
11,10,63,Bo Nix,QB,Denver Broncos,GOAZCARDS,Bo Nix,Denver Broncos,1,1,1,Houston Texans,0,0
11,9,64,Alvin Kamara,RB,New Orleans Saints,FFLINX,Patrick Mahomes,Kansas City Chiefs,0,,,Los Angeles Rams,0,0
11,8,65,Jared Goff,QB,Detroit Lions,HDJDHDJDJSK,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
11,7,66,Theo Johnson,TE,New York Giants,MIKEC6212,Matthew Stafford,Los Angeles Rams,0,,,San Francisco 49ers,0,0
11,6,67,T.J. Hockenson,TE,Minnesota Vikings,FULLYLOADED,Justin Herbert,Los Angeles Chargers,0,,,Detroit Lions,0,0
11,5,68,Keenan Allen,WR,Los Angeles Chargers,RANDERS,Jaxson Dart,New York Giants,0,,,Tennessee Titans,0,0
11,4,69,Alec Pierce,WR,Indianapolis Colts,KRUTCHES93,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,1,1
11,3,70,Jameson Williams,WR,Detroit Lions,GUNNEROSS,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
11,2,71,Jordan Love,QB,Green Bay Packers,D4VE,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,1,1
11,1,72,Khalil Shakir,WR,Buffalo Bills,TUBINIS2121,Caleb Williams,Chicago Bears,0,,,Kansas City Chiefs,0,0
12,1,1,Jonathan Taylor,RB,Indianapolis Colts,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Pittsburgh Steelers,0,0
12,2,2,Christian McCaffrey,RB,San Francisco 49ers,KRUTCHES93,Caleb Williams,Chicago Bears,0,,,New York Giants,0,0
12,3,3,Jahmyr Gibbs,RB,Detroit Lions,TUBINIS2121,Jordan Love,Green Bay Packers,0,,,Minnesota Vikings,0,0
12,4,4,Puka Nacua,WR,Los Angeles Rams,DABK,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,0,0
12,5,5,Ja'Marr Chase,WR,Cincinnati Bengals,MANARAY31,Drake Maye,New England Patriots,0,,,Chicago Bears,0,0
12,6,6,Bijan Robinson,RB,Atlanta Falcons,INGELX,Jared Goff,Detroit Lions,0,,,New England Patriots,0,0
12,7,7,Josh Jacobs,RB,Green Bay Packers,LINEOFSCRIM,Joe Flacco,Cincinnati Bengals,0,,,Carolina Panthers,0,0
12,8,8,D'Andre Swift,RB,Chicago Bears,GOAZCARDS,Daniel Jones,Indianapolis Colts,0,,,Cincinnati Bengals,0,0
12,9,9,Amon-Ra St. Brown,WR,Detroit Lions,HDJDHDJDJSK,Josh Allen,Buffalo Bills,0,,,Minnesota Vikings,0,0
12,10,10,Rashee Rice,WR,Kansas City Chiefs,D4VE,Brock Purdy,San Francisco 49ers,0,,,Buffalo Bills,1,1
12,11,11,Kyren Williams,RB,Los Angeles Rams,KURUC711,Justin Herbert,Los Angeles Chargers,0,,,New Orleans Saints,0,0
12,12,12,Patrick Mahomes,QB,Kansas City Chiefs,CGEEEEEE,Patrick Mahomes,Kansas City Chiefs,1,1,1,Buffalo Bills,1,1
12,12,13,James Cook,RB,Buffalo Bills,CGEEEEEE,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,2,1
12,11,14,Kimani Vidal,RB,Los Angeles Chargers,KURUC711,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
12,10,15,Justin Jefferson,WR,Minnesota Vikings,D4VE,Brock Purdy,San Francisco 49ers,0,,,Detroit Lions,0,0
12,9,16,Josh Allen,QB,Buffalo Bills,HDJDHDJDJSK,Josh Allen,Buffalo Bills,1,1,1,Kansas City Chiefs,0,0
12,8,17,Ashton Jeanty,RB,Las Vegas Raiders,GOAZCARDS,Daniel Jones,Indianapolis Colts,0,,,Jacksonville Jaguars,0,0
12,7,18,Rome Odunze,WR,Chicago Bears,LINEOFSCRIM,Joe Flacco,Cincinnati Bengals,0,,,Cincinnati Bengals,3,1
12,6,19,Davante Adams,WR,Los Angeles Rams,INGELX,Jared Goff,Detroit Lions,0,,,New Orleans Saints,0,0
12,5,20,Tyler Warren,TE,Indianapolis Colts,MANARAY31,Drake Maye,New England Patriots,0,,,Pittsburgh Steelers,0,0
12,4,21,Ladd McConkey,WR,Los Angeles Chargers,DABK,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
12,3,22,DK Metcalf,WR,Pittsburgh Steelers,TUBINIS2121,Jordan Love,Green Bay Packers,0,,,Indianapolis Colts,0,0
12,2,23,Drake London,WR,Atlanta Falcons,KRUTCHES93,Caleb Williams,Chicago Bears,0,,,New England Patriots,0,0
12,1,24,Travis Etienne Jr.,RB,Jacksonville Jaguars,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,Las Vegas Raiders,0,0
12,1,25,George Kittle,TE,San Francisco 49ers,BUSTERSBOYS,Jaxson Dart,New York Giants,0,,,New York Giants,1,1
12,2,26,Brock Bowers,TE,Las Vegas Raiders,KRUTCHES93,Caleb Williams,Chicago Bears,0,,,Jacksonville Jaguars,0,0
12,3,27,Tucker Kraft,TE,Green Bay Packers,TUBINIS2121,Jordan Love,Green Bay Packers,1,,,Carolina Panthers,0,0
